DesafioTexto,ImpactoPandemia,ManterTexto,OndeTrabalhaSimples,TimeDivisao,ContratoOrig,ContratoSimples,Salario,salario2019,Escolaridade?,AnosExperienciaUX,Nivel,Lideranca,Funcao,Genero,LGBTQ,Filhos,FilhosSimples,Raca,deficiencia,deficienciaSimples,Estado,Cidade,Idade,FaixaIdade
Saber gerenciar a minha saúde mental. Como estamos práticamente em confinamento é comum eu sentir desânimo ou sensação de sufoco por estar num apê muito apertado,A empresa foi positivamente afetada (crescimento no período),"O modelo home office me ajudou muito, não tenho o stress de pegar aquele metrô horrível",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,4000,3000,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,29,24 - 29
"Criar processos sólidos de criação, pesquisa, rituais e etc.",A empresa foi positivamente afetada (crescimento no período),Trabalho remoto 100% do tempo. Autonomia de trabalho.,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,4000,2800,Superior completo,Menos de 1,Júnior,Analista,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,29,24 - 29
Colaboração,A empresa foi positivamente afetada (crescimento no período),home office parcial,Start up,O time é uma banda de uma pessoa só,CLT,CLT,3000,2700,Ensino médio completo / superior incompleto,Menos de 1,Pleno,Analista,UI Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Caxias do Sul,29,24 - 29
"Conseguir separar horário de trabalho do tempo de lazer. Equilibrar as horas, sabendo me desligar. A hora de se concentrar, e focar. Perguntas opiniões do colega de trabalho do lado, interagir com pessoas diferentes pra desligar um pouco do foco total e não ficar ""bitolado""",Não sei responder / não tenho visibilidade,"Eu mudei de emprego na pandemia, de uma empresa que não tinha nada de trabalho remoto e teve que se adaptar, para empresa que já tinha o foco de trabalho remoto, então foi uma mudança significativa.",Outro,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,4100,2600,Superior completo,De 4 a 5,Júnior,Analista,Designer de produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,São Paulo (SP),Campinas,29,24 - 29
Aquele medo constante por causa do Covid,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Home office,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,2600,2600,Superior completo,De 1 a 3,Júnior,Analista,UX Designer,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Joinville,29,24 - 29
Concentração.,A empresa foi positivamente afetada (crescimento no período),Flexibilidade para resolver problemas e demandas pessoais.,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),PJ,PJ,12000,3500,Especialização,De 1 a 3,Sênior,Analista,Designer de produto,Masculino,Sim,Não,Não,Branco,Outro (especifique),Sim,São Paulo (SP),Campinas,29,24 - 29
Preocupação com contaminação covid. Muitas reuniões de trabalho,A empresa foi levemente afetada (perda de receita de até 15%),Distribuir melhor meu trabalho doméstico,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6000,2500,Mestrado,De 1 a 3,Pleno,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,Não,Não,Pardo,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,29,24 - 29
Fazer pesquisas remotamente.,A empresa foi positivamente afetada (crescimento no período),"Conseguir fazer coisas online, sem ter que marcar uma reunião presencial",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9000,6200,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Pardo,Outro (especifique),Sim,Rio de Janeiro (RJ),Rio de Janeiro,29,24 - 29
"Como entrei um pouco antes da pandemia, meu maior desafio era pegar o contexto da empresa.",A empresa foi gravemente afetada (perda de receita superior a 50%),"Trabalhar mais de forma remota, a qualidade de vida melhora muito. Tenho mais tempo para me dedicar nas coisas de casa",Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,6450,5350,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Deficiência visual (fora daltonismo),Sim,Minas Gerais (MG),Santa Luzia,29,24 - 29
"Concentrar, e arrumar o ambiente adequadamente ",A empresa foi gravemente afetada (perda de receita superior a 50%),"Maior autonomia, home office pro  Menos 3 vezes na semana.",Outro,Não temos um time,Funcionário público,Outro,2310,2310,Especialização,Menos de 1,Júnior,Analista,Outro (especifique),Masculino,Sim,Não,Não,Prefiro não dizer,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,29,24 - 29
Replicar algumas dinâmicas online.,Não sei responder / não tenho visibilidade,"Trabalhando homeofficie, quero ter ter a liberdade de morar em cidades diferentes. ",Start up,O time é uma banda de uma pessoa só,CLT,CLT,4000,2300,Superior completo,De 1 a 3,Júnior,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,29,24 - 29
Alinhamento,A empresa foi levemente afetada (perda de receita de até 15%),Ter mais tempo para mim,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5200,2300,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Campinas,29,24 - 29
,A empresa foi levemente afetada (perda de receita de até 15%),ter a possibilidade de trabalhar home office alguns dias na semana,Agência ou consultoria,Modelo híbrido / Cross: squads e visão central,CLT,CLT,6500,2000,Superior completo,De 4 a 5,Júnior,Analista,Designer de produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,Rio Grande do Sul (RS),Pelotas,29,24 - 29
A colaboração de uma equipe que não se preparou para o home office,Não sei responder / não tenho visibilidade,O trabalho remoto como estrutura principal junto a uma abertura para presencial 1 vez por semana ou sob agendamento.,Agência ou consultoria,Não temos um time,PJ,PJ,2000,2000,Superior completo,De 1 a 3,Pleno,Analista,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,29,24 - 29
Me desligar do trabalho nos momentos de descanso.,A empresa foi positivamente afetada (crescimento no período),"Trabalhar num modelo híbrido, parcialmente no escritório fisico, parcialmente em casa.",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,5232,1865,Superior completo,De 4 a 5,Pleno,Analista,Designer de produto,Feminino,Sim,Não,Não,Negro,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,29,24 - 29
"Me adaptar ao ritmo em casa, já que, por estar em casa, procrastinar, e ao mesmo tempo, exceder as horas de trabalho noite adentro se tornam coisas muito mais faceis",A empresa foi levemente afetada (perda de receita de até 15%),"Gostei de trabalhar alguns dias em casa. Não ter a correria de sair para trabalhar, enfrentar trânsito e horário de almoço apertado/restaurantes caros são coisas muito benéficas, que gostaria no geral de manter na minha rotina.",Empresa,Equipe que atende a outras áreas,CLT,CLT,3900,1800,Superior completo,De 1 a 3,Júnior,Analista,Designer de produto,Masculino,Sim,Não,Não,Negro,Não tenho,Não,Rio Grande do Sul (RS),Porto Alegre,29,24 - 29
Concentração e separar a vida pessoal da profissional.,A empresa foi positivamente afetada (crescimento no período),Liberdade de poder trabalhar de onde quiser,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,4000,1800,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Negro,Não tenho,Não,Rio Grande do Norte (RN),Natal,29,24 - 29
Lidar com a pressão de estar 100% online.   Sensação de estar sendo vigiado.  Não ter um contato mais direto com time.,A empresa foi positivamente afetada (crescimento no período),Home-office,Empresa,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,2098,1500,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Pardo,Não tenho,Não,Distrito Federal (DF),Brasília,29,24 - 29
,A empresa foi positivamente afetada (crescimento no período),Continuar no modelo home office,Outro,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5000,1300,Especialização,Menos de 1,Júnior,Analista,UI Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,Pernambuco (PE),Caruaru,29,24 - 29
"Equilíbrio emocional, seja para a priorização de demandas, ou em relação a auto-cobrança com a qualidade das entregas.",A empresa foi positivamente afetada (crescimento no período),home office.,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,5500,1250,Mestrado,De 1 a 3,Pleno,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,29,24 - 29
Insegurança de não conseguir entregar o trabalho,Não sei responder / não tenho visibilidade,Manter o homeoffice,Agência ou consultoria,O time é uma banda de uma pessoa só,Outro (especifique),PJ,1500,1200,Especialização,Menos de 1,Líder técnico ou especialista,Liderança,Outro (especifique),Feminino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Paraná (PR),Curitiba,29,24 - 29
Me adaptar a uma rotina de trabalho e barulhos ao redor,Não sei responder / não tenho visibilidade,1 vez na semana trabalhar de casa,Freelancer,,Freelancer ou independente,Freelancer,1000,0,Especialização,Menos de 1,Trabalho de forma independente ou como freelancer,Freelancer,Pesquisador em design / UX Researcher / Pesquisador em produto,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,29,24 - 29
,A empresa foi levemente afetada (perda de receita de até 15%),,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,,,Mestrado,De 1 a 3,Júnior,Analista,Redator / UX Writer,Feminino,Não,Não,Não,Branco,Não tenho,Não,Espírito Santo (ES),Serra,29,24 - 29
"dor nas costas, tive que fazer fisioterapia",A empresa foi levemente afetada (perda de receita de até 15%),,Empresa,Equipe que atende a outras áreas,CLT,CLT,,,Superior completo,Menos de 1,Pleno,Analista,Outro (especifique),Feminino,Não,Não,Não,Branco,Não tenho,Não,Não moro no Brasil,Milao,29,24 - 29
"A dificuldade não tem relação com o trabalho remoto mas sim com a preocupação com a saúde e a situação no mundo, a dúvida de quando as coisas vão voltar ao normal acabou gerando um pouco de ansiedade e isso afetou a minha concentração no trabalho.",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Trabalho remoto já era uma realidade para mim e vai crescer mais em mais empresas. Eu gosto desse modelo mas entendo que as empresas precisam se adaptar melhor!,Não estou trabalhando no momento,,,,,,,,,,,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Goiás (GO),Goiânia,29,24 - 29
Me conectar mais intimamente com o meu time de trabalho.,Não sei responder / não tenho visibilidade,Não precisar viajar tanto a trabalho e poder fazer home-office por pelo menos duas vezes na semana.,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,19000,25000,Superior completo,De 6 a 10,Líder técnico ou especialista,Liderança,Outro (especifique),Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Organização do espaço pessoal para adaptar ao home office,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Home office, cultura de trabalho remoto, maior entendimento de urgência e capacidade de adaptação de um produto para o que está acontecendo no mundo",Empresa,Modelo híbrido / Cross: squads e visão central,Outro (especifique),Outro,25000,20000,Especialização,De 4 a 5,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,Não moro no Brasil,Saskatoon,30,30 - 35
A volta ao escritório e o medo de pegar covid,A empresa foi levemente afetada (perda de receita de até 15%),"Gostaria de ter mantido o home office ou o formato semi presencial, mas não foi possível por conta da gestão que prefere presencial.  ",Agência ou consultoria,Equipe que atende a outras áreas,PJ com benefícios,PJ,5500,4500,Especialização,De 1 a 3,Coordenador/Lead,Liderança,UI Designer,Feminino,Não,Não,Não,Asiático,Deficiência visual (fora daltonismo),Sim,São Paulo (SP),Campinas,30,30 - 35
,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),HomeOffice,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,16500,15000,Especialização,De 11 a 15,Gerente/Head,Liderança,Estrategista de UX,Prefiro não dizer,Sim,"Sim, 1",Sim,Pardo,Não tenho,Não,Santa Catarina (SC),Florianópolis,30,30 - 35
Falta de contato fisico,A empresa foi levemente afetada (perda de receita de até 15%),Qualidade de vida,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,15500,12500,Especialização,De 11 a 15,Coordenador/Lead,Liderança,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Santo André,30,30 - 35
"tinha acabado de entrar na empresa, fazer o onboarding remoto foi bem desafiador, e até hoje sinto que não conheço todo mundo  ",A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Start up,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,16000,12000,Superior completo,De 11 a 15,Gerente/Head,Liderança,Designer de produto,Masculino,Não,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
quase nao conseguir separar vida privada de vida profissional; falta de contato fisico com colegas,A empresa foi levemente afetada (perda de receita de até 15%),home office algumas vezes por semana,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,12000,12000,Ensino médio completo / superior incompleto,De 6 a 10,Gerente/Head,Liderança,Outro (especifique),Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Cultura da empresa se manter viva. Temos ajudado a pensar como podemos melhorar isso,A empresa foi levemente afetada (perda de receita de até 15%),,Start up,É distribuído em diferentes squads / grupos / equipes,PJ com benefícios,PJ,23000,12000,Especialização,De 6 a 10,Líder técnico ou especialista,Liderança,Operações em design (DesignOps),Outro ou não binário,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
comunicação,A empresa foi positivamente afetada (crescimento no período),home office,Empresa,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,10000,12000,Superior completo,De 6 a 10,Sênior,Analista,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Campinas,30,30 - 35
"Manter o bem estar psicologico meu e do time, principalmente nos primeiros meses.",A empresa foi positivamente afetada (crescimento no período),mais dias em home office,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,15500,11600,Especialização,De 4 a 5,Gerente/Head,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Não é mais possível realizar pesquisa ou validação de guerrilha,A empresa foi levemente afetada (perda de receita de até 15%),Nunca mais pegar trânsito,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,11000,11000,Superior completo,De 6 a 10,Coordenador/Lead,Liderança,Operações em design (DesignOps),Masculino,Não,Não,Não,Branco,Não tenho,Não,Paraná (PR),Curitiba,30,30 - 35
Aceitação,A empresa foi gravemente afetada (perda de receita superior a 50%),"Nada, detesto home office ",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,13000,10000,Superior completo,Mais que 15,Coordenador/Lead,Liderança,Operações em design (DesignOps),Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Reuniões de aprovação bem mais difíceis de conduzir, e aumento da carga horária desgastante. ",A empresa foi positivamente afetada (crescimento no período),"Que o trabalho remoto não seja visto somente como Home Office mas trabalho de qualquer lugar. As pessoas precisam se adaptar mentalmente ao modelo, e não tentar transferir o modelo de escritório 9h-18h para o trabalho remoto. E aliás, mais importante que isso, precisam entender que trabalho remoto e home office são coisas diferentes. O próprio Whatsapp precisa também de novas funcionalidades para se adaptar a esse modelo. O formato de não poder trocar o status do whatsapp (Online, urgente, offline) acaba se tornando o maior vetor de problemas mentais para quem está em regime remoto. O whatsapp acaba se tornando a maior barreira digital para conseguir apartar o profissional do pessoal. ",Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),PJ,PJ,20000,20000,Mestrado,Mais que 15,Gerente/Head,Liderança,Outro (especifique),Masculino,Não,Não,Não,Branco,Deficiência intelectual ou cognitiva,Sim,São Paulo (SP),São Paulo,30,30 - 35
Troca de documentos para atualizar registros trabalhistas.,A empresa foi positivamente afetada (crescimento no período),Horário flexível e roupas lights.,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,13000,16500,Superior completo,De 6 a 10,Gerente/Head,Liderança,Estrategista de UX,Outro ou não binário,Sim,Não,Não,Asiático,Deficiência motora,Sim,Santa Catarina (SC),Blumenau,30,30 - 35
Prospecção de clientes,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),Home Office 100%,Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),PJ,PJ,3500,3800,Especialização,De 1 a 3,Gerente/Head,Liderança,Gerente de produto / PO / Product Manager,Feminino,Não,Não,Não,Branco,Deficiência motora,Sim,São Paulo (SP),Santana de Parnaíba,30,30 - 35
"Conseguir desvincular hora de trabalhar e hora de ""estar em casa""",A empresa foi positivamente afetada (crescimento no período),"Trabalhar em casa, disciplina e concentração",Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,10200,10000,Superior completo,De 6 a 10,Pleno,Analista,Operações em design (DesignOps),Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
,Não sei responder / não tenho visibilidade,,Empresa,O time é uma banda de uma pessoa só,CLT,CLT,12000,10000,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Trabalhos de cocriação, como entrevistas e atividades em grupo.",A empresa foi positivamente afetada (crescimento no período),"O trabalho Home Office, a rotina de trabalho remoto melhora minha capacidade de concentração.",Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),Outro (especifique),Outro,11000,9500,Superior completo,De 4 a 5,Coordenador/Lead,Liderança,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,Rio Grande do Sul (RS),Canoas,30,30 - 35
Comunicação com times e gestores e equipamento adequado para o trabalho,A empresa foi positivamente afetada (crescimento no período),,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,9500,9300,Ensino médio completo / superior incompleto,De 6 a 10,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Manter a cultura e engajamento,A empresa foi levemente afetada (perda de receita de até 15%),,Agência ou consultoria,Modelo híbrido / Cross: squads e visão central,CLT,CLT,10000,9000,Superior completo,De 4 a 5,Gerente/Head,Liderança,UX Designer,Feminino,Não,"Sim, 1",Sim,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Solidão,A empresa foi positivamente afetada (crescimento no período),,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,16500,8900,Superior completo,De 4 a 5,Sênior,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Masculino,Sim,Não,Não,Pardo,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Mudança de empresa durante este período,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),"Flexibilidade, qualidade de sono, sem necessidade de locomoção ate o escritório, tempo de qualidade com a minha familia",Outro,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9500,8600,Superior completo,De 6 a 10,Sênior,Analista,UI Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Barueri,30,30 - 35
Recriar o calor humano presente nas interações do dia a dia no digital,A empresa foi levemente afetada (perda de receita de até 15%),Liberdade de local de trabalho,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,8600,8600,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Feminino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Sorocaba,30,30 - 35
"Automotivação, uma vez que a rotina se quebrou, e eu não era ""obrigado"" a sair da cama, tomar banho, tomar café da manhã e ir trabalhar, isso tudo virou opcional, e comecei a trabalhar deitado, só sair do quarto para comer, e isso fez a minha qualidade de vida e do trabalho cair muito, e com isso fiquei bem desmotivado.",A empresa foi positivamente afetada (crescimento no período),,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,10000,8500,Especialização,De 6 a 10,Líder técnico ou especialista,Liderança,Designer de interação,Masculino,Sim,Não,Não,Outro,Não tenho,Não,Minas Gerais (MG),Belo Horizonte,30,30 - 35
"Troquei de emprego, entao foi conhecer as pessoas da nova empresa",A empresa foi positivamente afetada (crescimento no período),"Home office, menos reuniões, menos ppt",Outro,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,10000,8500,Especialização,De 11 a 15,Sênior,Analista,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Recrutar usuários para testes, já que o varejo físico foi um dos setores que mais sofreu na pandemia ",A empresa foi gravemente afetada (perda de receita superior a 50%),Fazer mais exercícios,Empresa,É distribuído em diferentes squads / grupos / equipes,PJ,PJ,8500,8500,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),Bauru,30,30 - 35
Construir relações com as pessoas do trabalho e gerar visibilidade do que estou fazendo,A empresa foi levemente afetada (perda de receita de até 15%),Trabalhar mais em casa,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8300,8300,Superior completo,De 1 a 3,Pleno,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Mudança de setor e mudança de cargo sem Conhecer pessoalmente meu novo time. Algumas dinâmicas tbm são bem ruins quando feitas on-line, entrevistas tenistas facilitam o compartilhamento porém a internet fala e as vezes cai no meio da entrevistas, outro ponto é que dificulta a entrevista com perfis menos digitalizados.",A empresa foi gravemente afetada (perda de receita superior a 50%),"As muitas reuniões marcadas me fizeram aprender a escolher somente as necessárias, quero manter isso.",Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9000,8200,Superior completo,De 6 a 10,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Organização,Não sei responder / não tenho visibilidade,Flexibilidade,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,15000,8000,Superior completo,De 6 a 10,Coordenador/Lead,Liderança,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Demonstrar confiança para a organização,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),A tranquilidade e abertura nas conversas por vídeo chamadas com pares e líderes,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,10680,8000,Superior completo,De 6 a 10,Coordenador/Lead,Liderança,UX Designer,Masculino,Não,"Sim, 1",Sim,Branco,Não tenho,Não,Santa Catarina (SC),Joinville,30,30 - 35
Falta de contato pessoal e excesso de reuniões,A empresa foi positivamente afetada (crescimento no período),Home office  Menos locomação desnecessária  Maior uso de ferramentas em nuvem,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8000,8000,Superior completo,De 4 a 5,Coordenador/Lead,Liderança,UX Designer,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Trabalhar em casa com as crianças em casa precisando de atenção, acolhimento e ajuda nas atividades escolares.",A empresa foi positivamente afetada (crescimento no período),Home office,Agência ou consultoria,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,9300,7800,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Masculino,Não,"Sim, 2",Sim,Branco,Não tenho,Não,São Paulo (SP),Vinhedo,30,30 - 35
Cansaço mental.. cansaço da tela do notebook,A empresa foi positivamente afetada (crescimento no período),Mais tempo em casa,Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,10800,7700,Especialização,De 1 a 3,Coordenador/Lead,Liderança,UX Designer,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Desligar das notícias e focar no trabalho.,A empresa foi positivamente afetada (crescimento no período),Fazer o home office algumas vezes na semana ter um ritmo menos acelerado de entregas e demandas.,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,8200,7500,Superior completo,De 4 a 5,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Pardo,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,30,30 - 35
Dividir vida pessoal e trabalho,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Agência ou consultoria,Equipe que atende a outras áreas,CLT,CLT,7500,7500,Especialização,De 4 a 5,Sênior,Analista,Gerente de produto / PO / Product Manager,Feminino,Sim,Não,Não,Branco,Não tenho,Não,Santa Catarina (SC),Florianópolis,30,30 - 35
"Adaptar atividades com os usuários que antes eram feitas presencialmente, como teste de usabilidade e oficinas de cocriação.",A empresa foi positivamente afetada (crescimento no período),"Trabalhar menos horas por dia, mantendo a produtividade. No escritório tem muita distração e é mais difícil focar.",Empresa,Modelo híbrido / Cross: squads e visão central,CLT,CLT,7500,7500,Superior completo,De 1 a 3,Sênior,Analista,Designer de produto,Feminino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Se adaptar à nova rotina,A empresa foi positivamente afetada (crescimento no período),Continuar a trabalhar de maneira remota pelo menos 2 vezes por semana,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,5125,5125,Especialização,Menos de 1,Júnior,Analista,Outro (especifique),Feminino,Sim,Não,Não,Asiático,Deficiência intelectual ou cognitiva,Sim,São Paulo (SP),São Paulo,30,30 - 35
A falta de proximidade dos colegas transforma conversas de corredor em calls durante o dia.,A empresa foi positivamente afetada (crescimento no período),O trabalho assíncrono e o home office,Start up,Modelo híbrido / Cross: squads e visão central,CLT,CLT,7200,7000,Superior completo,De 1 a 3,Pleno,Analista,Pesquisador em design / UX Researcher / Pesquisador em produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
,A empresa foi afetada de forma relevante (perda de receita entre 15% e 50%),,Empresa,É distribuído em diferentes squads / grupos / equipes,CLT,CLT,16500,7000,Superior completo,De 4 a 5,Sênior,Analista,Outro (especifique),Masculino,Sim,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
alinhamentos e co-criações em grupo em sessões remotas,A empresa foi levemente afetada (perda de receita de até 15%),"Passar mais tempo com a família, continuar com hobbies",Agência ou consultoria,Atende clientes externos ( trabalho em consultoria ou freelancer),CLT,CLT,9300,7000,Superior completo,De 11 a 15,Sênior,Analista,Designer de produto,Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
Estruturar fisicamente o meu ambiente de trabalho em casa.,A empresa foi positivamente afetada (crescimento no período),Gostaria de manter o modelo de trabalho remoto.,Empresa,Não temos um time,CLT,CLT,7500,6900,Superior completo,De 6 a 10,Sênior,Analista,Outro (especifique),Masculino,Não,Não,Não,Branco,Não tenho,Não,São Paulo (SP),São Paulo,30,30 - 35
"Conseguir engajar toda a equipe para trabalho remoto e reportar coisas que antes não precisavam de reporte, como ""estou saindo para almoçar"". ",A empresa foi positivamente afetada (crescimento no período),"Não houveram muitas mudanças. Houve um período 100%, mas como já voltei a trabalhar presencialmente, não há nada que eu manteria que já não ocorre. ",Empresa,Equipe que atende a outras áreas,PJ com benefícios,PJ,9500,6750,Especialização,De 1 a 3,Gerente/Head,Liderança,Operações em design (DesignOps),Feminino,Não,Não,Não,Branco,Não tenho,Não,Rio de Janeiro (RJ),Rio de Janeiro,30,30 - 35
